Date,District,Header,Story,Source,Attack,Propaganda,Structural Discrimination,Material Damage,Reported status,year,type of incident,date_form
2020-08-19,Lichtenberg,LGBTIQ*-feindliche Beleidigung in Lichtenberg Mitte,"Auf der Dathepromenade standen gegen 15:20 Uhr zwei Männer mittleren Alters. Einer Passantin rief einer von ihnen zu: ""Ach, du Scheiße! Ist das dies neue Divers?"". Sie starrten sie noch eine weitere Minute lang an. Dann rief einer in effiminierter Stimme, die vermeintlich schwule Männer imitieren sollte, zu: ""huhu"".",Berliner Register,verbal,,,,,2020,verbal attack,2020 Aug 19
2020-08-18,Mitte,"LGBTIQ*feindliche, rassistische und sexistische Drohbriefe an antirassistische LGBTIQ*Organisation","GLADT e.V., eine Selbstorganisation und Beratungsstelle von und für Schwarze und of Color LGBTIQ*Menschen in Berlin, erhielt zwei LGBTIQ*feindliche, rassistische und sexistische Drohbriefe. In beiden Briefen wurden sowohl ihre Organisation, als auch die deutschen Journalist*innen Hengameh Yaghoobifarah and Mohamed Amjahid auf wüste LGBTIQ*feindliche, rassistische und sexistische Weise von Unbekannten bedroht. Die Texte wurden mit Bildern von einer Waffe, einem Totenkopf und Zeichen weißer Suprematisten illustriert.",GLADT e.V. ,verbal,,,,,2020,verbal attack,2020 Aug 18
2020-08-18,Reinickendorf,LGBTIQ-feindliche Äußerung am Flughafensee,"Mehrere Jugendliche badeten im See. Sie sprachen laut miteinander und pöbelten sich auf ""spielerische"" Weise gegenseitig an. Dabei sagte der eine zum anderen: ""Bist du jetzt unter die Schwulen gegangen oder was!"" Dem Tonfall nach war dies als abwertende Provokation gemeint. Ein Mann griff vom Ufer aus ein und forderte die Jungs auf, solche Äußerungen zu lassen.",Register Mitte,,,,,,2020,,2020 Aug 18
2020-08-18,Reinickendorf,LGBTIQ*-feindlicher Angriff im Märkischen Viertel,"Gegen 14:10 Uhr wurde ein 24-jähriger Mann im Senftenberger Ring im Märkischen Viertel aus einer Gruppe von 6 unbekannten Männern heraus aus LGBTIQ*-feindlicher Motivation beleidigt, von hinten in die Beine getreten und geschlagen.",ReachOut,physical,,,,,2020,physical attack,2020 Aug 18
2020-08-14,Pankow,LGBTIQ*feindliche Bedrohung im Prenzlauer Berg,"Im Ortsteil Prenzlauer Berg wurde ein Mann in der Oderberger Straße von einem anderen Mann als ""Schwuchtel"" bezeichnet. Der Betroffene reagierte auf die Äußerung woraufhin er eine aggressive Reaktion bekam und er wurde mit einer Bierflasche bedroht. Der Begleiter des Angreifers hielt ihn zurück. Ein wenig später traf der Betroffene wieder auf die beiden Männer. Der Begleiter entschuldigte sich bei den Betroffenen, der Täter kam zurück und rannte fast in den Betroffenen rein, wurde aber von den Begleiter zurück gehalten.","[moskito] Fach- und Netzwerkstelle gegen Rechtsextremismus, für Demokratie und Vielfalt",verbal,,,,,2020,verbal attack,2020 Aug 14
2020-08-13,Mitte,LGBTIQ*feindliche Beleidigung und Angriff vor der Volksbühne,"Mehrere Männer und Frauen saßen auf den Stufen vor der Volksbühne am Rosa-Luxemburg-Platz, als gegen 0.15 Uhr ein Mann mit einem Fahrrad vorbeikam, die Gruppe bepöbelte und dabei einen 20 Jahre alten Mann homophob beleidigte. Der Unbekannte entfernte sich zunächst kurz, kam dann aber etwa eine viertel Stunde später zurück und versprühte Reizstoff auf die Gruppe. Zwei Männer, 21 und 33 Jahre alt, erlitten dabei Augen- und Atemwegsreizungen. Der Angreifer flüchtete.",Polizeimeldung vom 13.08.2020,physical,,,,,2020,physical attack,2020 Aug 13
2020-08-13,Lichtenberg,LGBTIQ*-feindlicher Angriff in Friedrichsfelde,"Gegen 17.50 Uhr wurde eine 21-jährige Frau in der Gensinger Straße in Friedrichsfelde von zwei unbekannten Tätern aus LGBTIQ*feindlicher Motivation festgehalten. Die 21-Jährige wurde von den Tätern festgehalten, ihr T-Shirt wurde zerrissen und sie wurde unsittlich berührt.",Reach Out; Polizei Berlin,physical,,,,,2020,physical attack,2020 Aug 13
2020-08-12,Mitte,LGBTIQ*feindlicher Angriff in Gesundbrunnen,"Gegen 9.35 Uhr wird ein 27-jähriger Mann in der Prinzenallee von drei unbekannten Männern aus LGBTIQ*feindlicher Motivation beleidigt, zu Boden gebracht, ins Gesicht geschlagen und bespuckt.","ReachOut, Polizei Berlin vom 19.10.2020",physical,,,,,2020,physical attack,2020 Aug 12
2020-08-12,Friedrichshain-Kreuzberg,LGBTIQ*feindlicher Angriff in der Rüdersdorfer Strasse,Gegen 23.10 Uhr wird eine Gruppe von zwei Frauen im Alter von 25 und 35 Jahren und vier Männern zwischen 27 und 41 Jahren in der Rüdersdorfer Straße von einem 36-jährigen Mann rassistisch und antisemitisch beleidigt. Ein Paar aus der Gruppe wird aus LGBTIQ*feindlicher Motivation beleidigt und mit einer Glasflasche beworfen.,ReachOut Berlin,physical,,,,,2020,physical attack,2020 Aug 12
2020-08-09,Spandau,LGBTIQ*-feindlicher Angriff am Haselhorster Damm,Ein 31-jähriger Mann wurde gegen 4:15 Uhr am Haselhorster Damm von einem 41-Jährigen LGBTIQ*feindlich beleidigt und mit einem messerähnlichen Gegenstand angegriffen. Es wurde Anzeige erstattet.,ReachOut,physical,,,,,2020,physical attack,2020 Aug 09
2020-08-07,Pankow,LBTIQ*feindlicher Angriff in Weißensee,Im Ortsteil Weißensee wird ein Mann (33 Jahre) gegen 2:50 Uhr in einem Park an der Berliner Allee aus einer Personengruppe heraus erst LGBTIQ*-feindlich beleidigt und ins Gesicht geschlagen.,ReachOut Berlin,physical,,,,,2020,physical attack,2020 Aug 07
2020-08-07,Mitte,LGBTIQ*feindlicher Angriff in der U-Bahn,Gegen 17.10 Uhr wurde ein 28-jähriger Mann in der U-Bahn von einem unbekannten Mann aus LGBTIQ*feindlicher Motivation ins Gesicht geschlagen. Auf dem U-Bahnhof Jannowitzbrücke schlug der Unbekannte erneut zu und warf das Handy des 28-jährigen auf den Boden.,ReachOut Berlin,physical,,,,,2020,physical attack,2020 Aug 07
2020-08-06,Treptow-Köpenick,Rassistischer Angriff in Grünau,"In einem Imbiss am S-Bahnhof Grünau wurden gegen 20.04 Uhr drei Männer im Alter von 30, 39 und 50 Jahren von einer Frau und einem Mann im Alter von 46 Jahren aus rassistischer Motivation beleidigt und mit Faustschlägen angegriffen. Auch der zur Hilfe eilende Imbissmitarbeiter wurde rassistisch und LGBTIQ*feindlich beleidigt und geschlagen.",ReachOut,physical,,,,,2020,physical attack,2020 Aug 06
2020-08-05,Mitte,LGBTIQ*feindlicher Angriff in Mitte,Zwei Männer im Alter von 20 und 22 Jahren werden gegen 19.10 Uhr in der Spandauer Straße von einem 32-jährigen Mann aus LGBTIQ*feindlicher Motivation beleidigt und ins Gesicht geschlagen.,"ReachOut, Polizei Berlin vom 19.10.2020",physical,,,,,2020,physical attack,2020 Aug 05
2020-08-05,Treptow-Köpenick,LGBTIQ*feindlicher Angriff in Grünau,Gegen 14.35 Uhr wird ein 44-jähriger Mann von einem 48-jährigen Mann am Adlergestell aus LGBTIQ*feindlicher Motivation beleidigt und mit der Faust ins Gesicht geschlagen.,ReachOut Berlin,physical,,,,,2020,physical attack,2020 Aug 05
2020-08-02,Friedrichshain-Kreuzberg,Zahlreiche rechte Sticker im Friedrichshainer Südkiez,"Zahlreiche Sticker eines extrem rechten Onlinehandels aus Halle wurden entfernt.
Simplon / Ecke Lehnbachstraße: antisemitische Verschwörungsideologie  (Q Anon)
Neue Bahnhofstraße: Verschwörungsideologie (Bill Gates, ""Zwangsimpfung"")
Markt / Ecke Kynaststraße: gegen politische Gegner*innen (Antifa)
Auf der Kynastbrücke: gegen Gender Mainstreaming",Bürger*innenmeldung,,,,,,2020,,2020 Aug 02
2020-08-01,Mitte,LGBTIQ*feindlicher Angriff in Mitte,Zwei Männer im Alter von 24 und 29 Jahren werden gegen 1.25 Uhr im Monbijoupark von einem 19- und einem 22-jährigen Mann aus LGBTIQ*feindlicher Motivation beleidigt und körperlich angegriffen.,"ReachOut, Polizei Berlin vom 19.10.2020",physical,,,,,2020,physical attack,2020 Aug 01
2020-07-30,Friedrichshain-Kreuzberg,Rechte Sticker am Ostkreuz,"In der direkten Umgebung des S-Bhf. Ostkreuz wurden drei Sticker eines extrem rechten Onlinehandels aus Halle entfernt. Sie richteten sich gegen Gender, Antifa und hatten verschwörungsideologischen Inhalt.",Irmela Mensah-Schramm,,,,,,2020,,2020 Jul 30
2020-07-29,Friedrichshain-Kreuzberg,Transfrau in der Friedrichstraße beschimpft und mit Stein beworfen,"Gegen 20:45 Uhr wurde eine Transfrau in der Friedrichstraße aus einer Gruppe junger Männer heraus aufgrund ihrer sexuellen Orientierung beschimpft. Anschließend warf eine Person aus der Gruppe einen Stein in ihre Richtung, dem sie ausweichen konnte. Als die Männer bemerkten, dass die 29-Jährige die Polizei alarmierte, ergriffen sie die Flucht. Die weiteren Ermittlungen führt der Polizeiliche Staatsschutz beim Landeskriminalamt Berlin.",Polizeimeldung Nr. 1790,verbal,,,,,2020,verbal attack,2020 Jul 29
2020-07-28,Friedrichshain-Kreuzberg,Sticker gegen Gender in der Jungstraße,"In der Jungstraße, nahe Frankfurter Allee, wurde ein sich gegen Gender richtender Sticker eines extrem rechten Onlinehandels aus Halle entfernt.",Bürger*innenmeldung,,,,,,2020,,2020 Jul 28
2020-07-25,Mitte,LGBTIQ*feindliche Beleidigung in Mitte,Gegen 2.30 Uhr wurden zwei 22 und 26 Jahre alte Männer in der Brunnenstraße von zwei Männern im Alter von 24 und 28 Jahren mehrfach homophob beleidigt.,Polizeimeldung vom 25.07.2020,verbal,,,,,2020,verbal attack,2020 Jul 25
2020-07-25,Neukölln,LGBTIQ*-feindliche Schmiererei bei Sonnenallee,Nahe S-Sonnenallee wurde eine mit Kugelschreiber geschmierte Parole mit LGBTIQ*-feindlichem Inhalt entdeckt und entfernt.,hassvernichtet,,,,,,2020,,2020 Jul 25
2020-07-25,Neukölln,LGBTIQ*-feindlicher Angriff in Nordneukölln,Gegen 19.50 Uhr wird ein 36-jähriger Teilnehmer der Demonstration „Sexuelle und gesellschaftliche Diversität“ in der Sonnenallee von einem 23-jährigen Zuschauer aus LGBTIQ*feindlicher Motivation beleidigt und gegen die Brust gestoßen.,ReachOut Berlin,physical,,,,,2020,physical attack,2020 Jul 25
2020-07-23,Friedrichshain-Kreuzberg,Zahlreiche rechtsoffene verschwörungsideologische Sticker im Friedrichshainer Südkiez entfernt,"Wieder wurden mehrere Aufkleber eines extrem rechten Onlinehandels aus Halle entfernt. Sie befanden sich Holteistraße/Ecke Wühlischstraße sowie am nördlichen Ende der Weichselstraße und richteten sich überwiegend gegen politische Gegner*innen und Gender-Mainstreaming.
Im Bereich der Kreuzung Holtei / Boxhagener Straße bis Höhe Traveplatz wurden ebenfalls zahlreiche Sticker entfernt, die mit rechtsoffenen verschwörungsideologischen Inhalten zu einer Großdemo mobilisierten. Einen konkreten Absender hatten diese Sticker nicht.",Bürger*innenmeldung,,,,,,2020,,2020 Jul 23
2020-07-21,Lichtenberg,LGBTIQ*-feindliche Pöbelei in Karlshorst,"Eine ältere Frau bepöbelte in Höhe des S-Bhf. Karlshorst eine Frau transfeindlich. Sie forderte die Frau auf, ihre Geschlechtsmerkmale zu zeigen, weil sie aufgrund der Nase-Mund-Maske das Geschlecht der Frau nicht erkennen könne.",Berliner Register,,,,,,2020,,2020 Jul 21
2020-07-21,Spandau,LGBTIQ*feindlicher Angriff in Haselhorst,"Gegen 1.10 Uhr wird ein 29-jähriger Mann im Burscheider Weg in Haselhorst von einem 41-jährigen Mann aus LGBTIQ*feindlicher Motivation beleidigt, an den Hals gefasst, gewürgt und ihm wird eine Kopfnuss versetzt.",ReachOut Berlin,physical,,,,,2020,physical attack,2020 Jul 21
2020-07-20,Friedrichshain-Kreuzberg,Mann in der Manteuffelstraße bleidigt und geschlagen,Gegen 17.20 Uhr wird ein 29-jähriger Mann in der Manteuffelstraße von einem 28-jährigen Nachbarn aus LGBTIQ*feindlicher Motivation beleidigt und gegen die Schulter geschlagen.,Reachout Berlin,verbal,,,,,2020,verbal attack,2020 Jul 20
2020-07-19,Friedrichshain-Kreuzberg,Rechter Sticker in der Weserstraße,"Ein Sticker eines extrem rechten Onlinehandels aus Halle, der sich gegen Gender richtete, wurde in der Weserstraße entfernt",Bürger*innenmeldung,,,,,,2020,,2020 Jul 19
2020-07-18,Marzahn-Hellersdorf,AfD-Abgeordneter hetzt gegen LGBTIQ*-Parade,"Ein AfD-Abgeordneter aus Marzahn-Hellersdorf hat die Teilnehmenden einer LGBTIQ*-Parade am Viktor-Klemperer-Platz gefilmt und anschließend in einem Video im Internet diffamiert. Er behauptet in dem Video, die Teilnehmenden kämen zu großen Teilen von außerhalb und würden ""Unruhe stiften"" und ""Krawall machen"". Weiterhin behauptet er, die Russlanddeutsche Community in Berlin lebe per se nach einem wertkonservativen Weltbild, weshalb die Parade einer vermeintlichen ""Umerziehung"" dienen würde. Weiterhin behauptet er, dies sei das Ziel von ""Rot-Rot-Grün"". Bereits am Tag zuvor behauptete er in seinen Social Media Beiträgen die LGBTIQ*-Parade, die von einem russischsprachigen Verein organisiert wird, sei ""antirussischer Rassismus"". Mit seinen Aussagen spricht der AfD-Abgeordnete dem russland-deutschen Leben in Berlin die Vereinbarkeit mit diversen Lebensweisen ab und schürt gleichzeitig Feindlichkeit gegen diese, indem er behauptet, diese würden der ""Umerziehung"" anderer dienen.",Register ASH,,,,,,2020,,2020 Jul 18
2020-07-18,Mitte,Morddrohung gegen schwulen Grünen-Politiker auf verschwörungsideologischer Kundgebung,"Vor rund 200 Teilnehmenden auf einer Kundgebung von Verschwörungsideolog*innen, Reichsbürger*innen und extremen Rechten im Lustgarten im Ortsteil Mitte wiederholte der ""Vegankoch"" und extreme Rechte Attila Hildmann seine Morddrohung an den schwulen und gegen Antisemitismus besonders engagierten Grünen-Politiker Volker Beck. ""Wenn ich Reichskanzler wäre, dann würde ich die Todesstrafe für Volker Beck wieder einführen, indem man ihm die Eier zertritt auf einem öffentlichen Platz"", sagte der Corona-Leugner in einer Rede. Auf seine Frage: ""Und wer würde mittreten wollen?"" erntete Hildmann lautstarke Zustimmung. Auf einem vom Jüdischen Forum für Demokratie und gegen Antisemitismus (JFDA) verbreiteten Video ist deutlich zu hören und zu sehen, wie ihm die Menge zujubelt. Bereits vor einigen Tagen hatte Hildmann die Morddrohung gegen Beck fast wortgleich über den Messenger-Dienst Telegram gepostet, auf dem er mehr als 66.000 Abonnent*innen hat: Am 13. 07.2020 hatte er dort geschrieben: ""Für Beck würde ich als zukünftiger Reichskanzler wieder die Todesstrafe durch Eier-Treten auf öffentlichem Platz einführen.""","Registerstelle Mitte, Jüdischen Forum für Demokratie und gegen Antisemitismus (JFDA), Queer.de vom 13.07. und vom 20.07.2020",,,,,,2020,,2020 Jul 18
2020-07-17,Neukölln,LGBTIQ*-feindliche Beleidigung in Nordneukölln,"Ein Mann ging auf der Karl-Marx-Straße, Ecke Boddinstraße an einer Frau vorbei. Er sagt leise im Vorbeigehen zu ihr: ""Luti"" (arabisch luti - pejorativ für Schwuler Mann).",Berliner Registe,verbal,,,,,2020,verbal attack,2020 Jul 17
2020-07-16,Charlottenburg-Wilmersdorf,LGBTIQ*feindlicher Angriff in Charlottenburg,Ein 39-jähriger Mann wird gegen 23.00 Uhr in einem Hausflur in der Fritschestraße von einem 51-jährigen Mann aus  LGBTIQ*feindlicher Motivation beleidigt und mit Spuckgeräuschen bedroht. Der 39-Jährige wird von dem 59-Jährigen gestalkt.,ReachOut Berlin,physical,,,,,2020,physical attack,2020 Jul 16
2020-07-15,Friedrichshain-Kreuzberg,Lokalgäste in der Adalbertraße mit Küchenmesser beworfen,Gegen 21.30 Uhr werden Gäste in einem Lokal in der Adalbertstraße aus LGBTIQ*feindlicher Motivation mit einem Küchenmesser beworfen.,Reachout Berlin,physical,,,,,2020,physical attack,2020 Jul 15
2020-07-14,Charlottenburg-Wilmersdorf,Extrem rechter Aufkleber in Charlottenburg,"Am 14. Juli 2020 wurde zwischen Adenauerplatz und U-Wilmersdorfer Str. in Charlottenburg ein Aufkleber mit der Aufschrift ""gender mich nicht voll"" eines extrem rechten Versandhandels entdeckt.",Register CW,,,,,,2020,,2020 Jul 14
2020-07-12,Lichtenberg,LGBTIQ*-feindliche Flugblätter in Neu Hohenschönhausen,"In Neu Hohenschönhausen verteilte ein Funktionär einer extrem rechten Partei Flugblätter, die sich gegen eine gender-bewusste Kindererziehung richteten.",Antifa Hohenschönhausen,,,,,,2020,,2020 Jul 12
2020-07-11,Friedrichshain-Kreuzberg,Mehrere rechte Sticker im Boxi-Kiez entfernt,"In der Wühlisch- und in der Revaler Straße wurden mehrere Sticker eines extrem rechten Onlinehandels aus Halle entfernt. Sie richteten sich gegen den politischen Gegner (""Rot-Grün"") und ""Gender"".",Bürger*innenmeldung,,,,,,2020,,2020 Jul 11
2020-07-11,Spandau,LGBTIQ*-feindlicher Angriff in Haselhorst,Zwei Männer im Alter von 29 und 30 Jahren wurden gegen 1:30 Uhr im Burscheider Weg in Haselhorst von einem 41-jährigen Mann zum wiederholten Mal aus LGBTIQ*-feindlicher Motivation körperlich angegriffen. Der Angriff wurde bei der Polizei angezeigt.,ReachOut,physical,,,,,2020,physical attack,2020 Jul 11
2020-07-11,Friedrichshain-Kreuzberg,LGBTIQ*feindlicher Angriff in einem Lokal in der Adalbertstraße,"Drei unbekannte Männer werden gegen 23.30 Uhr in einem Lokal in der Adalbertstraße von einem unbekannten Mann aus LGBTIQ*feindlicher Motivation beleidigt, bedroht und mit einem Messer beworfen.",ReachOut Berlin,physical,,,,,2020,physical attack,2020 Jul 11
2020-07-11,Mitte,LGBTIQ*feindlicher Angriff im Lokal,Gegen 6.00 Uhr wurde ein 30-jähriger Mann in einem Lokal in der Rathausstraße von einem unbekannten Mann aus LGBTIQ*feindlicher Motivation beleidigt und ins Gesicht geschlagen.,ReachOut Berlin,physical,,,,,2020,physical attack,2020 Jul 11
2020-07-08,Steglitz-Zehlendorf,Antisemitische Bedrohung in Steglitz-Zehlendorf,"In einer Schule in Steglitz-Zehlendorf kam es zu einem antisemitischen Vorfall. Ein Student, der Deutsch in einer Willkommensklasse für Geflüchtete unterrichtete, wurde antisemitisch angegangen und homophob beleidigt. Als Schüler_innen einer anderen Klasse mitbekamen, dass der Betroffene jüdisch ist, konfrontierten sie ihn mit antisemitischen Stereotypen wie ""die Juden tun den Moslems nur Böses"" und ""du bist ein Sheytan“. Zudem wurde er vulgär und homophob beleidigt. „Im Scherz"" drohten die Schülerinnen ihm, jemanden auf ihn zu hetzen.",RIAS,verbal,,,,,2020,verbal attack,2020 Jul 08
2020-07-07,Reinickendorf,Twitteraccount der AFD Reinickendorf verbreitet LGBTIQ-feindliche Petition,"Auf dem Twitteraccount der AFD Reinickendorf wird für eine lgbtiq-feindliche Petition geworben, die sich gegen geschlechtergerechte Sprache richtet. Initiiert wurde die Petition von der ‚Jungen Freiheit‘. Die Zeitung gilt als eines der Sprachrohre der sogenannten ‚neuen Rechten‘, deren Akteur:innen teilweise vom Verfassungsschutz beobachtet werden.",Register Reinickendorf,,,,,,2020,,2020 Jul 07
2020-07-03,Treptow-Köpenick,LGBTIQ*feindlicher Angriff in der Köpenicker Dammvorstadt,"Gegen 19.10 Uhr wird ein 36-jähriger Mann im Bellevuepark von vier Personen aus LGBTIQ*feindlicher Motivation beleidigt, ins Gesicht geschlagen und mit einer Flasche auf den Kopf geschlagen.",ReachOut Berlin,physical,,,,,2020,physical attack,2020 Jul 03
